market_id,ts,side,token_price,token_id,trade_signal,result_win,queue_ahead,filled,fill_fraction,filled_ts,pnl
btc-updown-5m-1773114300,1773114509,UP,0.01,23127687376765472322961398006157231676504029182294247935818909546079389687530,True,False,43184.75,0.0,0.0,,0.0
btc-updown-5m-1773114300,1773114519,UP,0.01,23127687376765472322961398006157231676504029182294247935818909546079389687530,True,False,40837.91,0.0,0.0,,0.0
btc-updown-5m-1773114300,1773114529,UP,0.01,23127687376765472322961398006157231676504029182294247935818909546079389687530,True,False,29658.88,0.0,0.0,,0.0
btc-updown-5m-1773114600,1773114827,UP,0.02,113296030252073999439256531773568124765340903066773809804828790399098005265556,True,False,4064.19,0.0,0.0,,0.0
btc-updown-5m-1773114600,1773114847,UP,0.02,113296030252073999439256531773568124765340903066773809804828790399098005265556,True,False,507.01,0.0,0.0,,0.0
btc-updown-5m-1773114600,1773114867,UP,0.01,113296030252073999439256531773568124765340903066773809804828790399098005265556,True,False,37.55,0.0,0.0,,0.0
btc-updown-5m-1773115500,1773115785,UP,0.02,58668005096367715391999183520759948440822424425948793138948193134143628348505,True,True,312.51,0.0,0.0,,0.0
btc-updown-5m-1773115800,1773116004,DOWN,0.02,82786574733034799511149972439506876831811875529282521355213090503386212605066,True,False,30212.71,0.0,0.0,,0.0
btc-updown-5m-1773115800,1773116014,DOWN,0.02,82786574733034799511149972439506876831811875529282521355213090503386212605066,True,False,28143.36,0.0,0.0,,0.0
btc-updown-5m-1773115800,1773116024,DOWN,0.02,82786574733034799511149972439506876831811875529282521355213090503386212605066,True,False,24994.75,0.0,0.0,,0.0
btc-updown-5m-1773115800,1773116045,DOWN,0.02,82786574733034799511149972439506876831811875529282521355213090503386212605066,True,False,17289.18,0.0,0.0,,0.0
btc-updown-5m-1773115800,1773116055,DOWN,0.01,82786574733034799511149972439506876831811875529282521355213090503386212605066,True,False,30048.46,0.0,0.0,,0.0
btc-updown-5m-1773115800,1773116065,DOWN,0.01,82786574733034799511149972439506876831811875529282521355213090503386212605066,True,False,21866.39,0.0,0.0,,0.0
btc-updown-5m-1773116400,1773116605,DOWN,0.02,58087752342744042094011247649333714197393991861498441070849260094056444711132,True,False,3511.4,0.0,0.0,,0.0
btc-updown-5m-1773117000,1773117226,DOWN,0.02,68301941963836349017863445473736813174459216414898880588686084658053543937779,True,False,4984.34,0.0,0.0,,0.0
